id,CustomerDimension,MarketDimension
10705251,6,5
10705270,7,6
10705659,5,5
10706025,7,7
10706616,6,5
10707326,5,7
10707778,5,7
10709203,5,5
10709447,7,7
10709560,5,5
10709758,7,6
10710047,5,8
10710858,6,7
10711305,7,6
10711491,6,6
10711669,7,6
10711979,8,7
10712076,7,6
10712651,7,7
10712728,5,5
10713704,7,5
10713800,6,6
10714915,4,4
10714917,4,6
10715253,8,7
10715345,7,5
10715355,7,7
10715790,8,5
10716620,8,8
10717157,5,8
10717436,5,8
10717642,5,6
10718321,7,7
10718859,7,7
10719645,8,7
10720147,4,4
10720564,8,7
10721853,5,6
10722016,7,8
10722177,8,6
10722204,4,7
10722261,7,7
10722304,7,7
10723284,6,6
10723988,7,6
10724706,7,4
10724960,7,5
10725629,6,7
10726175,6,8
10727801,8,7
10727802,7,8
10729107,4,7
10729271,6,6
10729678,6,6
10729876,6,7
10730106,4,7
10730268,5,7
10730689,8,7
10730857,5,6
10730885,8,7
10731166,7,6
10731939,6,7
10732622,7,7
10733751,8,6
10734357,7,7
10734546,5,7
10734707,4,6
10735146,7,7
10735244,5,5
10735583,7,4
10736245,7,6
10736370,6,5
10737142,6,7
10737226,5,4
10737575,7,5
10738190,5,7
10738278,7,4
10738280,6,7
10738478,5,5
10738637,7,7
10738728,6,5
10738789,7,6
10739322,6,7
10739718,5,5
10740478,5,4
10740776,8,6
10740779,6,4
10740900,4,4
10741471,8,6
10741491,5,5
10741561,7,6
10742176,7,6
10743341,7,7
10743485,4,7
10743907,8,8
10744030,5,7
10744436,6,4
10744604,7,6
10744651,5,6
10744763,5,7
10745766,6,5
10747480,8,5
10747667,6,6
10747815,7,6
10748403,7,6
10748581,7,6
10748651,6,5
10748916,8,7
10749180,7,8
10750108,8,5
10750174,6,5
10750187,6,5
10750531,6,4
10751217,5,6
10751394,6,6
10751595,7,6
10752155,4,7
10752249,5,4
10752350,6,6
10752592,6,5
10753174,8,7
10753512,4,6
10753539,6,6
10753896,7,7
10754733,7,5
10755730,6,5
10756243,4,5
10758577,6,6
10759063,5,5
10759477,8,5
10760028,4,5
10760105,8,6
10760294,7,6
10761083,8,8
10761183,4,7
10761480,7,4
10761594,7,6
10761786,4,5
10761852,6,5
10762295,6,6
10762956,7,6
10763672,7,6
10763756,7,7
10763816,8,5
10764031,5,5
10764623,6,5
10764650,5,8
10764657,5,7
10765144,7,7
10765348,5,8
10765788,5,5
10765950,7,7
10766245,4,7
10766481,6,8
10766521,8,8
10766839,4,5
10767357,8,7
10768124,6,4
10768166,6,7
10768762,4,6
10768848,5,4
10768896,6,8
10769253,7,4
10769446,7,8
10769486,8,8
10770061,5,7
10770247,7,6
10770693,7,5
10771375,8,6
10771404,5,6
10771909,6,6
10772839,8,7
10773313,8,6
10773915,7,6
10774509,5,7
10774573,6,5
10775194,4,7
10775707,7,5
10775827,6,7
10775889,7,5
10776635,6,7
10777037,6,6
10777822,5,8
10778068,6,6
10778634,6,7
10779033,8,6
10779428,5,5
10780050,7,6
10780339,7,4
10780515,8,7
10780701,6,6
10782173,7,8
10783007,6,5
10783041,6,8
10784036,8,7
10784269,7,7
10784343,6,7
10784629,7,4
10784679,5,5
10785018,5,7
10785436,8,7
10785469,7,6
10786107,8,5
10786526,7,7
10786995,7,6
10787397,7,7
10787424,8,6
10788038,7,6
10788253,8,7
10788986,6,7
10789162,5,6
10789879,5,7
10789943,7,6
10789976,5,5
10790164,6,5
10790874,6,7
10791078,8,8
10791816,8,7
10791932,7,7
10791953,8,8
10792920,5,6
10792999,6,4
10793587,8,6
10793642,4,7
10794155,5,7
10795147,7,6
10796025,6,5
10796902,8,5
10797157,6,6
10797363,6,7
10797705,5,6
10798561,7,5
10798604,5,7
10799355,6,5
10799528,5,5
10799548,8,5
10800105,7,6
10800147,7,7
10800648,5,5
10800980,6,6
10801308,7,6
10801837,5,7
10801846,7,7
10802555,5,6
10803050,7,8
10803138,8,8
10803185,8,8
10803430,6,6
10803528,5,7
10804315,5,8
10804584,4,6
10805200,8,6
10805290,5,5
10805535,8,7
10806556,7,8
10806931,7,6
10807127,8,7
10807150,8,8
10807731,6,5
10808153,5,6
10808162,6,6
10808477,4,7
10809139,5,5
10809211,7,6
10809694,5,6
10809820,7,5
10810609,6,8
10810703,8,8
10811077,5,7
10811292,8,6
10812094,7,7
10812403,6,6
10812707,6,7
10813183,6,7
10813273,4,6
10813491,6,7
10814061,7,5
10814132,7,8
10814647,6,8
10814891,6,5
10814957,6,6
10815048,5,7
10815292,6,7
10815297,7,6
10815791,7,4
10816273,7,7
10816452,4,5
10816576,4,5
10816884,5,4
10817790,6,5
10817952,6,8
10818006,4,4
10818206,7,7
10818492,4,7
10818842,7,8
10818931,6,5
10818945,5,6
10819381,4,6
10819607,4,6
10820102,6,6
10820163,7,7
10821425,5,5
10821478,6,6
10821606,7,4
10821834,7,5
10822003,4,7
10822063,7,5
10822669,6,8
10822905,8,8
10823020,7,6
10823192,6,5
10823367,6,6
10824367,7,7
10825446,5,5
10825854,8,6
10825880,6,8
10826299,7,6
10826615,5,6
10826910,6,7
10827224,5,6
10827486,5,5
10827743,5,8
10827930,7,6
10828219,4,7
10828350,5,7
10829102,6,4
10829373,4,7
10829497,5,8
10829708,4,7
10830305,6,4
10831487,6,7
10831501,6,6
10831702,5,5
10831927,7,4
10832414,7,4
10832579,7,6
10832705,6,6
10832745,6,6
10833506,7,6
10834590,6,7
10835984,7,7
10836223,7,6
10836941,6,5
10837476,5,5
10838493,7,6
10839400,7,6
10839766,6,6
10839997,7,6
10841648,7,7
10842905,6,7
10843161,7,6
10843973,7,6
10844364,7,5
10844424,6,7
10844971,7,6
10845847,6,6
10845870,8,6
10846271,7,7
10846780,8,5
10847428,4,5
10848100,7,8
10848410,7,6
10848854,6,7
10850217,4,4
10850887,5,5
10851580,6,4
10851646,7,6
10851904,8,6
10851906,7,6
10852260,6,5
10852674,6,5
10854135,7,5
10855313,6,6
10856488,8,7
10856895,6,8
10857636,6,5
10858181,5,8
10858461,7,6
10858736,6,6
10858968,7,6
10859088,5,6
10859109,4,5
10859306,5,5
10859801,5,5
10859933,4,6
10860768,7,5
10860808,7,7
10861053,6,4
10861589,7,6
10861943,7,6
10862205,8,6
10863639,6,6
10864149,8,8
10864734,7,6
10866334,5,5
10867048,6,8
10867835,5,7
10867863,7,4
10867894,6,6
10868158,6,5
10868552,7,6
10869535,6,6
10869648,6,6
10870475,5,7
10870503,6,6
10871067,7,5
10871729,7,4
10871945,8,7
10871982,5,8
10872420,6,5
10872664,8,8
10872749,4,5
10873597,4,6
10874112,4,7
10874991,7,8
10875116,6,8
10875273,5,6
10875410,5,5
10875517,8,6
10875544,7,4
10875908,8,7
10875984,6,5
10876838,4,7
10876962,4,6
10877268,5,6
10878435,7,5
10878738,6,5
10878854,5,8
10879279,7,8
10879352,6,6
10879719,8,8
10879935,6,5
10880818,5,5
10881046,4,6
10881508,6,6
10882499,7,7
10882574,5,6
10883097,7,6
10883359,4,4
10883513,6,6
10883980,8,6
10884227,5,7
10884615,5,8
10886391,5,6
10887422,8,5
10887627,4,6
10887686,7,4
10888405,6,5
10888604,6,5
10888623,6,6
10888778,4,7
10889834,5,6
10890080,7,8
10890339,7,8
10890517,5,6
10890627,6,5
10890685,4,4
10891407,7,7
10891466,6,6
10891490,6,5
10892184,7,7
10892375,4,4
10892916,5,5
10893223,5,5
10893240,7,7
10893370,6,6
10893856,8,7
10893922,5,5
10893944,5,5
10894157,7,7
10895121,7,6
10896228,7,7
10896425,6,8
10896472,5,5
10896774,5,5
10897626,7,8
10898271,6,7
10898398,7,8
10898674,7,7
10900321,8,5
10900811,5,7
10901223,6,7
10901704,5,7
10901957,8,8
10902147,8,7
10902637,8,7
10903010,8,6
10904142,6,8
10904769,5,5
10904802,7,5
10905348,6,5
10905636,5,5
10906632,6,6
10906657,8,6
10906669,4,6
10906770,8,8
10906820,5,4
10907029,8,8
10907056,8,6
10907081,7,6
10907861,7,6
10908074,5,4
10908102,7,6
10908196,8,6
10909116,6,6
10909276,6,5
10910260,6,4
10910327,7,7
10910408,7,5
10911574,6,7
10911891,6,6
10912901,4,5
10913997,5,8
10915847,7,6
10915994,7,7
10917263,6,5
10917455,6,7
10917672,6,5
10917881,5,7
10917987,5,7
10918127,4,7
10918162,7,7
10919782,7,5
10919810,4,5
10920032,5,6
10921095,5,7
10921777,4,6
10922112,4,6
10922486,6,6
10923774,7,6
10923839,5,7
10923899,5,8
10924380,6,5
10925096,4,4
10925181,7,8
10925484,6,8
10925559,8,7
10925633,4,5
10925988,6,5
10926282,7,5
10926322,8,6
10926434,6,5
10926436,5,6
10927021,8,6
10927241,5,6
10927431,4,5
10927445,6,8
10927698,7,6
10928214,6,6
10929900,5,6
10930899,7,7
10930969,6,4
10930970,7,6
10931378,6,5
10931638,7,6
10931677,5,6
10931701,8,8
10932050,6,5
10932569,5,6
10933133,6,4
10933355,6,7
10933359,7,7
10933381,6,6
10933625,6,8
10933646,7,5
10934148,8,6
10934260,6,5
10934512,7,8
10935877,6,4
10936359,5,7
10936410,6,7
10937543,5,7
10937984,6,5
10938100,6,5
10939052,7,6
10939396,8,5
10941588,4,5
10942065,4,6
10942078,7,6
10942482,4,6
10942718,7,7
10942787,7,5
10943018,5,7
10943117,6,6
10943226,6,6
10943291,4,6
10943470,7,6
10944103,5,6
10944508,8,8
10945361,6,4
10945629,4,6
10945834,4,5
10945926,7,6
10946187,7,6
10947253,5,5
10947939,6,4
10948244,8,6
10948702,8,6
10948718,5,8
10949413,8,8
10949491,5,7
10949600,5,5
10949767,5,6
10949963,7,8
10950327,5,4
10950462,8,6
10950934,5,7
10951553,5,6
10952041,7,4
10952473,6,8
10952508,5,4
10952622,7,6
10952691,6,7
10952907,5,7
10953023,5,5
10953469,7,7
10953820,8,8
10954432,6,6
10955253,7,6
10955374,7,7
10957210,7,5
10957281,4,4
10957475,4,6
10957481,5,5
10957537,6,4
10957820,6,7
10958355,6,6
10958405,7,6
10958493,5,5
10958735,5,7
10958913,8,8
10959122,8,6
10959420,8,8
10959527,5,7
10959798,4,7
10959853,6,8
10959896,4,6
10959920,6,5
10960162,5,8
10960753,7,7
10960852,7,7
10960965,7,8
10961182,4,4
10961205,7,6
10961579,6,7
10961760,4,7
10961923,7,8
10962278,7,6
10963088,6,5
10963157,4,7
10963452,7,8
10963794,6,6
10963861,4,6
10964064,8,6
10965122,4,5
10965491,4,7
10965638,7,7
10965708,7,7
10965736,8,5
10966044,4,6
10966444,8,8
10966587,5,6
10966686,6,7
10967317,6,6
10967562,7,6
10968277,7,6
10968803,7,5
10969206,8,8
10969572,5,8
10969930,5,5
10970661,7,6
10971078,5,6
10971485,5,5
10971629,5,5
10971645,7,7
10971776,8,6
10972368,6,7
10972557,4,6
10972858,8,7
10972920,7,7
10973816,7,5
10973892,8,8
10974242,6,6
10974423,7,6
10975001,4,6
10975045,5,6
10975106,8,7
10975400,4,7
10975432,8,7
10975960,4,7
10976020,6,6
10977049,7,6
10978139,8,7
10978353,8,8
10979573,8,6
10979647,5,5
10979827,7,7
10979880,7,7
10979932,7,6
10980631,8,7
10980926,7,4
10981147,7,7
10981212,5,4
10981402,5,7
10982226,5,6
10982381,4,5
10982422,5,6
10982682,8,8
10982892,7,4
10983971,5,5
10983976,7,6
10984342,4,7
10985948,5,8
10986026,7,6
10986461,4,6
10987560,5,6
10987637,7,7
10988035,8,7
10988159,6,7
10988523,7,5
10989322,4,7
10989666,5,8
10989806,8,5
10989816,6,8
10990255,5,8
10990291,6,6
10990609,5,5
10991126,6,6
10992110,7,6
10992292,8,7
10992311,4,4
10992538,5,5
10993241,5,6
10993576,5,4
10993803,7,6
10994485,5,5
10994678,7,7
10995291,4,4
10995348,6,4
10995838,8,5
10995858,7,4
10996035,7,6
10996112,8,6
10996772,7,5
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
