id	Industry_Vertical	SubVertical	City
10189524	ECommerce	B2B Procurement Marketplace for Office Products	Noida
10189534	Consumer Internet	Co-Working Space Platform	New Delhi
10189896	Consumer Internet	Indians focused Matchmaking App	Bangalore
10189963	Consumer Internet	healthcare aggregator platform	Mumbai
10190774			
10191296	ECommerce	Online Pet Store	Gurgaon
10191525	Education	Children Education & Information platform	Gurgaon
10191600	Consumer Internet	Online/Mobile food ordering platform	Bangalore
10192298	ECommerce	Women Fashion Portal	Bangalore
10193259	FMCG	Vegetables & Fruits Supply Chain	Mumbai
10193414	Healthcare	Professional Health Services Platform	Mumbai
10193623	Consumer Internet	Live Online Coaching Classes	New Delhi
10194616	Consumer Internet	Two Wheeler Taxi Service	Gurgaon
10194712	Consumer Internet	Mobile app based Job Search	Noida
10195056	Consumer Internet	Mobile Advertising App	Noida
10195105	Consumer Internet	Mobile Advertising App	Noida
10195298	eCommerce	Online Marketplace	Bangalore
10195332	Finance	Agricultural Loan	Chennai
10195437	Consumer Internet	Online Fantasy Games	Mumbai
10195524	Consumer Internet	Budget Accomodation Aggregator	New Delhi
10196028	Consumer Internet	Co-Working Space Platform	New Delhi
10196436	Consumer Internet	On Demand Cleaning Services Mobile App	Mumbai
10197895	ECommerce	Adult Products Etailers	New Delhi / US
10199262	Technology	VR based Spiritual platform	Bangalore
10199615	Consumer Internet	Mobile app based Concierge Service	New Delhi
10199679	Consumer Internet	Educational College Search platform	New Delhi
10200632	Consumer Internet	Online/Mobile food ordering platform	Bangalore
10200658	ECommerce	Construction Material Marketplace	Bangalore
10201066	Technology	Electronic Payments Solution Company	Mumbai
10201200	Technology	Data Intelligence & Analytics	Hyderabad
10201554	Consumer Internet	Online Travel/Hotel Booking platform	Gurgaon
10202126	Education	Child Disorder Information & Education	Bhopal
10202569	BFSI	Startup Funding Deal Discovery & Execution platform	Bangalore
10203631	Education	Child Disorder Information & Education	Bhopal
10203684	Consumer Internet	Train PNR Status Prediction Platform	Bangalore
10203867	Healthcare	Medical Tourism platform	Pune
10204361	Consumer Internet	Online lending platform	Bangalore
10204969	Consumer Internet	SME Online Buying Hub	Gurgaon
10205425	Consumer Internet	Hindi Language Social Networking Portal	Kanpur
10206784	Consumer Internet	Coupon & Cashback platform	Gurgaon
10206892	Technology	"Sales, Market, Distribution & Data Analytics Platform"	Bangalore
10208405	ECommerce	Online Jewellery etailer	Bangalore
10209798	ECommerce	Online marketplace for cars	Mumbai
10210167	Healthcare	Professional Health Services Platform	Mumbai
10210294	Education	College Education Portal	New Delhi
10211292	ECommerce	Last Minute Hotel Bookings mobile marketplace	Bangalore
10212739	ECommerce	Mobile based Retail Market Ecosystem	Bangalore
10212753	Consumer Internet	Photography curation & Aggregator platform	Mumbai
10213272	Technology	IoT Based Energy Monitoring & Control	Gurgaon
10213488	Consumer Internet	Parenting Mobile App	New Delhi
10214634	Healthcare	Professional Health Services Platform	Mumbai
10214999	Consumer Internet	Casual Gaming platform	New Delhi
10215391	Consumer Internet	Auto Classifieds Portal	Mumbai
10216297	ECommerce	Online Grocery Store	Bangalore
10216483	Consumer Internet	Mobile based Referral Platform	Mumbai
10216661	Consumer Internet	Hindi Language Social Networking Portal	Kanpur
10216923	ECommerce	B2B Industrial Goods Marketplace	New Delhi
10217597	Consumer Internet	Fresh Food Delivery platform	Bangalore
10218028	ECommerce	Specialty Tea ETailer	Siliguri
10219055	Consumer Internet	peer-to-peer renting Marketplace	Bangalore
10219293	Consumer Internet	Parenting Mobile App	New Delhi
10220171	Consumer Internet	Online Real Estate Portal	Mumbai
10220240	Consumer Internet	Food Ordering Mobile App	Hyderabad
10221101	Consumer Internet	First Aid care app	Gurgaon
10221733	Technology	TV to Mobile audience Platform	Gurgaon
10221879	Consumer Internet	Visual Search & Image Recognition Platform	Bangalore
10222119	Consumer Internet	Online Furniture Customization platform	Bangalore
10222166	Consumer Internet	Food Delivery Platform	Hyderabad
10223114	Consumer Internet	Auto Classifieds Portal	Mumbai
10224929	Consumer Internet	Online Furniture Customization platform	Bangalore
10225073	Consumer Internet	Fresh Food Delivery platform	Bangalore
10225688	Technology	"TV Search, Guide and Remote mobile app"	Bangalore
10225716	Consumer Internet	Online insurance policy aggregator	Noida
10225761	Education	School Student admissions platform	New Delhi
10226808	Education	Mobile Based Education platform	Jaipur
10227733	Consumer Internet	Auto Classifieds Portal	Mumbai
10228066	Technology	Data Intelligence & Analytics	Hyderabad
10228491	Consumer Internet	Rental Bike Aggregator App	Noida
10228578	Consumer Internet	Party Hall Booking platform	Bangalore
10228754	Consumer Internet	Online Furnishing Rental Platform	Gurgaon
10229171	Healthcare	Women Hygiene Product Manufacturer	Mumbai
10229490	Consumer Internet	inter-city cab aggregator	New Delhi
10230724	Consumer Interne	Medical Video Consultation platform	Bangalore
10231317	Healthcare	Medical Tourism platform	Pune
10231730	Technology	Electronic Payments Solution Company	Mumbai
10232175	Consumer Internet	Fresh Food Delivery platform	Bangalore
10232376	ECommerce	Construction Material ETailer	Gurgaon
10232594	ECommerce	Online Food Delivery Platform	Bangalore
10232887	Technology	Medical Devices	Surat
10233059	BFSI	Startup Funding Deal Discovery & Execution platform	Bangalore
10233848	Consumer Internet	Crowd Funding Platform	New Delhi
10234827	Finance	Startup Crowd-funding platform	Mumbai
10234847	Consumer Internet	Auto Classifieds Portal	Mumbai
10234996	Consumer Internet	Smart Parking Platform	New Delhi
10235031	Education	School Student admissions platform	New Delhi
10235128	Consumer Internet	Online Travel/Hotel Booking platform	Gurgaon
10235164	Consumer Internet	Casual Gaming platform	New Delhi
10235943	ECommerce	Kids Focused eTailer	Pune
10236091	Consumer Internet	Online Fitness & Educational information Aggregator	Jodhpur
10236307	Technology	Smartphone OS Developer	Bangalore
10237320	Technology	Personal Assistant	Bengaluru
10237610	Consumer Internet	Online Food Ordering & Delivery Portal	Gurgaon
10237752	Consumer Internet	Photo Sharing for Groups	Bangalore
10237795	Consumer Internet	Mobile based Geo-target Fashion Marketplace	Mumbai
10238322	Consumer Internet	Hindi Language Social Networking Portal	Kanpur
10239855	ECommerce	B2B Marketplace for Distributors	Mumbai
10239900	Consumer Internet	B2B Mobile App for Pharmacies	Mumbai
10240168	Consumer Internet	Dating & Singles Chat Platform	Mumbai
10240716	Consumer Internet	Online / Mobile Food Ordering platform	Bangalore
10241719	Healthcare	Medical Tourism platform	Pune
10242232	Food & Beverage	Healthy food manufacturing & sales startup	Ahmedabad
10242512	Consumer Internet	Online Furniture Customization platform	Bangalore
10242951	E-commerce	Sports Nutrition Supplement etailer	Bengaluru
10243838	Technology	Local language Mobile OS	Mumbai
10244145	Consumer Internet	Hobby & Activity Class Aggregator	Mumbai
10244756	Consumer Internet	Mortgage Offering Platform	Gurgaon
10245105	ECommerce	Last Minute Hotel Bookings mobile marketplace	Bangalore
10245428	Education	School Student admissions platform	New Delhi
10245468	Healthcare	Professional Health Services Platform	Mumbai
10246555	FMCG	Vegetables & Fruits Supply Chain	Mumbai
10247561	E-commerce	Retail	Delhi
10247682	ECommerce	Online Fashion Apparel Retailer	Gurgaon
10247781	Food & Beverage	Craft Beer manufacturing company	New Delhi
10248529	Technology	Mobile & Cloud based App developer	New Delhi
10249746	Consumer Internet	Curated Platform for Developers	Hyderabad
10249859	eCommerce	Online Marketplace	Bangalore
10250578	ECommerce	Specialty Tea ETailer	Siliguri
10250955	eCommerce	Online Marketplace	Bangalore
10251327	Consumer Internet	inter-city cab aggregator	New Delhi
10253188	Technology	VR based Spiritual platform	Bangalore
10253236	ECommerce	Home D?cor Product etailer	New Delhi
10253736	Consumer Internet	Online Travel/Hotel Booking platform	Gurgaon
10254309	ECommerce	Women Fashion Portal	Bangalore
10254346	Consumer Internet	Co-Living Spaces Aggregator	Bangalore
10254420	Consumer Internet	On Demand Laundry & Dry Cleaning Services	Chennai
10254466	Technology	Connected Smart Home Solutions	Bangalore
10255501	Education	Children Education & Information platform	Gurgaon
10255721	Consumer Internet	Mobile app based Concierge Service	New Delhi
10256203	Consumer Internet	Mobile Advertising App	Noida
10256227	Consumer Internet	Fitness related Social Networking App & Forum	Gurgaon
10257220	ECommerce	Online Pet Store	Gurgaon
10257236	ECommerce	Construction Material Marketplace	Bangalore
10257316	Consumer Internet	Cloud Mobility Solutions	Mumbai
10257676	Technology	Real time data analytics & reporting	Bangalore
10258195	Consumer Internet	Co-Living Spaces Aggregator	Bangalore
10258659	Consumer Internet	Online Fitness & Educational information Aggregator	Jodhpur
10258713	Technology	"TV Search, Guide and Remote mobile app"	Bangalore
10258779	Healthcare	Healthcare Product Manufacturer	Bangalore
10259741	Technology	Mobile App Analytics	Mumbai
10259746	eCommerce	Solution provider for pet needs	Mumbai
10259913	Consumer Internet	Social Meeting organizer App	Mumbai / UK
10260000	Technology	Home Automation & Security Solutions	Bangalore
10260208	Education	College Education Portal	New Delhi
10260289	Consumer Internet	Online Travel/Hotel Booking platform	Gurgaon
10260453	Consumer Internet	Bitcoin Buying & Selling Mobile App	Ahmedabad
10260872			
10261097	Consumer Internet	Fitness related Social Networking App & Forum	Gurgaon
10261636	FMCG	Vegetables & Fruits Supply Chain	Mumbai
10262211	Consumer Internet	Smart Parking Platform	New Delhi
10262269	Consumer Internet	P2P Messaging Service	New Delhi
10262828	ECommerce	Online Fashion Apparel Retailer	Gurgaon
10263264	Healthcare	Salons & Spa Chain	Gurgaon
10263602	Food & Beverage	Healthy food manufacturing & sales startup	Ahmedabad
10264470	ECommerce	Mobile based Retail Market Ecosystem	Bangalore
10264582	Consumer Internet	Fresh Food Delivery platform	Bangalore
10266464	ECommerce	B2B Marketplace for Distributors	Mumbai
10267466	Logistics	Online freight aggregator	Bangalore
10268341	Consumer Internet	Online lending platform	Bangalore
10268384	Consumer Internet	Online Furnishing Rental Platform	Gurgaon
10268455	Consumer Internet	Mobile balance Checking App	Gurgaon
10268533	Consumer Internet	Party Hall Booking platform	Bangalore
10269441	ECommerce	Online Food Delivery Platform	Bangalore
10270294	Consumer Internet	Online/Mobile food ordering platform	Bangalore
10270418	Consumer Internet	Automobile Service Booking App	Bangalore
10270516	Consumer Internet	Photography curation & Aggregator platform	Mumbai
10270990	Consumer Internet	Dating & Singles Chat Platform	Mumbai
10271050	Consumer Internet	SME Online Buying Hub	Gurgaon
10271375	ECommerce	Online marketplace for cars	Mumbai
10271683	ECommerce	Women Fashion Portal	Bangalore
10271763	Consumer Internet	P2P Messaging Service	New Delhi
10271898	Consumer Internet	"Online Travel, Adventure & Activities Portal"	Bangalore
10272030	Consumer Internet	On Demand Cleaning Services Mobile App	Mumbai
10272410	Consumer Internet	Online Bike & Car Services provider	Chennai
10272590	Consumer Internet	Mortgage Offering Platform	Gurgaon
10272733	Food & Beverage	Healthy food manufacturing & sales startup	Ahmedabad
10272997	eCommerce	Solution provider for pet needs	Mumbai
10273034	Consumer Internet	Mobile app based Concierge Service	New Delhi
10273445			
10273555	ECommerce	Organic Food eTailer	Bangalore
10274051	Technology	Real time data analytics & reporting	Bangalore
10274663	Consumer Internet	Train PNR Status Prediction Platform	Bangalore
10274869	Consumer Internet	Mobile based Geo-target Fashion Marketplace	Mumbai
10275177	Technology	Coding Skill Showcase & Resume Builder	Hyderabad
10276347	Education	College Education Portal	New Delhi
10276495	Technology	Real time data analytics & reporting	Bangalore
10276539	ECommerce	Online Rental Marketplace	Bangalore
10276596	Education	College Education Portal	New Delhi
10277146	Education	College Education Portal	New Delhi
10277252	Consumer Internet	Online Payment Gateway	Mumbai
10277766	Consumer Internet	Mobile app based Concierge Service	New Delhi
10278225	Consumer Internet	Co-Working Space Platform	New Delhi
10278991	eCommerce	Online Marketplace	Bangalore
10279114	Consumer Internet	Mobile based Geo-target Fashion Marketplace	Mumbai
10280627	Consumer Internet	Online Bike & Car Services provider	Chennai
10280691	Consumer Internet	Bitcoin Buying & Selling Mobile App	Ahmedabad
10280785			
10280969	Healthcare	Salons & Spa Chain	Gurgaon
10281189	Consumer Internet	Smart Parking Platform	New Delhi
10281426	Consumer Internet	Co-Working Space Platform	New Delhi
10281663	Consumer Internet	Two Wheeler Taxi Service	Gurgaon
10281773	Consumer Internet	Casual Gaming platform	New Delhi
10282811	Consumer Internet	Indians focused Matchmaking App	Bangalore
10283518	Consumer Internet	Rental Bike Aggregator App	Noida
10283610	ECommerce	Construction Material ETailer	Gurgaon
10284441	ECommerce	Mobile based Retail Market Ecosystem	Bangalore
10284991	Consumer Internet	Fresh Food Delivery platform	Bangalore
10285168	Consumer Internet	inter-city cab aggregator	New Delhi
10285232	Healthcare	Professional Health Services Platform	Mumbai
10285314	ECommerce	Last Minute Hotel Bookings mobile marketplace	Bangalore
10286158	Consumer Internet	B2B Mobile App for Pharmacies	Mumbai
10287501	Consumer Internet	Mobile based Geo-target Fashion Marketplace	Mumbai
10287572	ECommerce	Online Food Delivery Platform	Bangalore
10287904	Consumer Internet	Online Furniture Customization platform	Bangalore
10287995	Consumer Internet	Online / Mobile Food Ordering platform	Bangalore
10288361	Consumer Internet	Online Furniture Customization platform	Bangalore
10288525	Technology	Mobile App Analytics	Mumbai
10288528	Technology	Next Generation in-building connectivity	Bangalore
10288550	Technology	"Sales, Market, Distribution & Data Analytics Platform"	Bangalore
10289594	Consumer Internet	inter-city cab aggregator	New Delhi
10289777	ECommerce	Online marketplace for cars	Mumbai
10290949	ECommerce	B2B Industrial Goods Marketplace	New Delhi
10292019	Consumer Internet	On Demand Laundry & Dry Cleaning Services	Chennai
10292095	Consumer Internet	DIY event registration and ticketing portal	Pune
10292674	Consumer Internet	Photo Sharing for Groups	Bangalore
10292804			
10293858	Technology	Data Analytics platform	New Delhi
10293884	Education	School Student admissions platform	New Delhi
10293964	Consumer Internet	On Demand Cleaning Services Mobile App	Mumbai
10294347	Consumer Internet	Online Real Estate Portal	Mumbai
10294357	Education	Child Disorder Information & Education	Bhopal
10295213	Consumer Internet	Online Fitness & Educational information Aggregator	Jodhpur
10295418	Consumer Internet	Deal Discovery App	Bangalore
10295937	Consumer Internet	Online travel agent marketplace	Noida
10298090	Logistics	Online freight aggregator	Bangalore
10299359	Real Estate	Branded Workspaces Aggregator	Gurgaon
10300532	Technology	Decision Sciences Analytics Solutions	Bangalore
10301296	Technology	Smartphone OS Developer	Bangalore
10301849	BFSI	Startup Funding Deal Discovery & Execution platform	Bangalore
10302017	Technology	Data Intelligence & Analytics	Hyderabad
10302369	Consumer Internet	Crowd Funding Platform	New Delhi
10303365	Consumer Internet	Co-Living Spaces Aggregator	Bangalore
10303557	ECommerce	Online/ Mobile Jewellery Retailer	Bangalore
10303590	ECommerce	Specialty Tea ETailer	Siliguri
10303677	Technology	Data Intelligence & Analytics	Hyderabad
10303885	Consumer Internet	Rental Bike Aggregator App	Noida
10304498	Consumer Internet	Social Network for Healthcare Professionals	Ahmedabad
10304951	Consumer Internet	Coupon & Cashback platform	Gurgaon
10305080	Consumer Internet	Mortgage Offering Platform	Gurgaon
10305140	Consumer Internet	Budget Accomodation Aggregator	New Delhi
10305811	ECommerce	Online Jewellery etailer	Bangalore
10306136	Finance	Social Business Incubator & Fund	Chennai
10306518	Consumer Internet	Parenting Social Network	Bangalore
10306614	Consumer Internet	Indians focused Matchmaking App	Bangalore
10306681	Consumer Internet	Bitcoin Buying & Selling Mobile App	Ahmedabad
10307224	Consumer Internet	Photography curation & Aggregator platform	Mumbai
10307279	FMCG	Vegetables & Fruits Supply Chain	Mumbai
10307380	Finance	Online Lending	Ahmedabad
10307396	ECommerce	Organic Food eTailer	Bangalore
10307724	Consumer Internet	Food Ordering Mobile App	Hyderabad
10307927	Consumer Internet	Mobile Advertising App	Noida
10308699	Technology	Car Rental Software Solutions	Noida
10308896	Education	Career Planning and Education Advisory Platform	Mumbai
10309307	Education	Career Planning and Education Advisory Platform	Mumbai
10309744	Consumer Internet	Fitness related Social Networking App & Forum	Gurgaon
10310347	Consumer Internet	Mobile balance Checking App	Gurgaon
10310483	Healthcare	Healthcare Product Manufacturer	Bangalore
10310806	ECommerce	Online Grocery Store	Bangalore
10312422	Technology	Financial Technology Research Platform	Bangalore
10312447	ECommerce	Online Food Delivery Platform	Bangalore
10312773	Consumer Internet	First Aid care app	Gurgaon
10312950	Healthcare	Salons & Spa Chain	Gurgaon
10313956	Consumer Internet	Interior Design Marketplace	New Delhi
10314284	Education	Children Education & Information platform	Gurgaon
10314614	Consumer Internet	B2B Mobile App for Pharmacies	Mumbai
10314802	Consumer Internet	Crowd Funding Platform	New Delhi
10315054	ECommerce	Adult Products Etailers	New Delhi / US
10315812	Real Estate	Branded Workspaces Aggregator	Gurgaon
10315867	ECommerce	Online marketplace for cars	Mumbai
10316104	Finance	Agricultural Loan	Chennai
10316107	Healthcare	Medical Tourism platform	Pune
10316450	Consumer Internet	Co-Living Spaces Aggregator	Bangalore
10317227	Consumer Internet	Mobile balance Checking App	Gurgaon
10317276	Technology	Medical Devices	Surat
10317386	Consumer Internet	Online Fantasy Games	Mumbai
10317579	ECommerce	Construction Material ETailer	Gurgaon
10317913	Consumer Internet	Bitcoin Buying & Selling Mobile App	Ahmedabad
10317923	Education	Mobile Based Education platform	Jaipur
10318752	Consumer Internet	Indians focused Matchmaking App	Bangalore
10319227			
10320300	Technology	Financial Technology Research Platform	Bangalore
10320748	Technology	Coding Skill Showcase & Resume Builder	Hyderabad
10320799	Consumer Internet	Mobile based Referral Platform	Mumbai
10321125	Consumer Internet	Online Counselling Platform	Mumbai
10321220	Consumer Internet	Online Education Portal	Gurgaon
10321507	Consumer Internet	Online / Mobile Food Ordering platform	Bangalore
10321520	Consumer Internet	Indians focused Matchmaking App	Bangalore
10321851	Healthcare	Women Hygiene Product Manufacturer	Mumbai
10321856	ECommerce	Online/ Mobile Jewellery Retailer	Bangalore
10321967	Consumer Internet	Train PNR Status Prediction Platform	Bangalore
10322717	Consumer Internet	Train PNR Status Prediction Platform	Bangalore
10322887	Consumer Internet	DIY event registration and ticketing portal	Pune
10323329	ECommerce	B2B Marketplace for Distributors	Mumbai
10323714	eCommerce	Online Marketplace	Bangalore
10324132	Consumer Internet	Cloud Mobility Solutions	Mumbai
10324279	Consumer Internet	Photo Sharing for Groups	Bangalore
10324420	Technology	Connected Smart Home Solutions	Bangalore
10324836	ECommerce	Online Fashion Apparel Retailer	Gurgaon
10325001	ECommerce	Online Rental Marketplace	Bangalore
10326626	Consumer Internet	Online Food Ordering & Delivery Portal	Gurgaon
10327390	Consumer Internet	Mobile based Referral Platform	Mumbai
10327497	Consumer Internet	Educational College Search platform	New Delhi
10327630	ECommerce	B2B Industrial Goods Marketplace	New Delhi
10327653	ECommerce	Mobile based Retail Market Ecosystem	Bangalore
10327655	Consumer Internet	Crowd Funding Platform	New Delhi
10329044	Consumer Internet	Parenting Mobile App	New Delhi
10329556	Consumer Internet	On Demand Laundry & Dry Cleaning Services	Chennai
10329564	Consumer Internet	Mobile Advertising App	Noida
10330359	Consumer Internet	Online Bike & Car Services provider	Chennai
10330733	FMCG	Vegetables & Fruits Supply Chain	Mumbai
10331424	Consumer Interne	Medical Video Consultation platform	Bangalore
10331622	Consumer Internet	Coupon & Cashback platform	Gurgaon
10333098	Healthcare	Healthcare Product Manufacturer	Bangalore
10333396	Technology	Mobile & Cloud based App developer	New Delhi
10334172	Education	Career Planning and Education Advisory Platform	Mumbai
10334338	Consumer Internet	P2P Messaging Service	New Delhi
10334855	Consumer Internet	Online Payment Gateway	Mumbai
10335040	Technology	Electronic Payments Solution Company	Mumbai
10335050	Consumer Internet	Online Food Ordering & Delivery Portal	Gurgaon
10335588	Technology	Customer Engagement Platform	New Delhi
10335599	Consumer Internet	Live Online Coaching Classes	New Delhi
10335685	Consumer Internet	Social Network for Healthcare Professionals	Ahmedabad
10335835	Education	Mobile Based Education platform	Jaipur
10336311	Real Estate	Branded Workspaces Aggregator	Gurgaon
10336390	ECommerce	Online platform for Higher Education Services	New Delhi
10337112	Consumer Internet	healthcare aggregator platform	Mumbai
10337837	Consumer Internet	Online/Mobile food ordering platform	Bangalore
10339133	Technology	Connected Smart Home Solutions	Bangalore
10340173	Consumer Internet	SME Online Buying Hub	Gurgaon
10340434	Healthcare	Weigh Loss Coaching	Mumbai
10340444	FMCG	Vegetables & Fruits Supply Chain	Mumbai
10340882	Education	Mobile Based Education platform	Jaipur
10342075	Consumer Internet	Two Wheeler Taxi Service	Gurgaon
10342534	Education	Career Planning and Education Advisory Platform	Mumbai
10343561	eCommerce	Online Marketplace	Bangalore
10343629	Technology	Coding Skill Showcase & Resume Builder	Hyderabad
10343923	Consumer Internet	Food Ordering Mobile App	Hyderabad
10343950	Consumer Internet	Train PNR Status Prediction Platform	Bangalore
10344238	Consumer Internet	Automobile Classifieds Portal	Mumbai
10344629	Consumer Internet	Online lending platform	Bangalore
10345186	Education	School Student admissions platform	New Delhi
10345212	ECommerce	B2B Industrial Goods Marketplace	New Delhi
10345394	Finance	Agricultural Loan	Chennai
10345414	Consumer Internet	Social Network for Healthcare Professionals	Ahmedabad
10345878	Consumer Internet	Online lending platform	Bangalore
10346637	Entertainment	Digital Entertainment for Children	Mumbai
10347474	Consumer Internet	Parenting Social Network	Bangalore
10347556	Consumer Internet	On Demand Laundry & Dry Cleaning Services	Chennai
10348880	eCommerce	Solution provider for pet needs	Mumbai
10349201	Technology	Enterprise Cloud Based Data Processing	Bangalore
10349655	Consumer Internet	Ride Sharing platform	Bangalore
10350251	Healthcare	Weigh Loss Coaching	Mumbai
10350348	Consumer Internet	B2B Mobile App for Pharmacies	Mumbai
10350370	Education	School Student admissions platform	New Delhi
10350962	Consumer Internet	Online match-making app	Bangalore
10351345	Consumer Internet	On Demand Cleaning Services Mobile App	Mumbai
10352023	Consumer Internet	Online Travel/Hotel Booking platform	Gurgaon
10352249	Consumer Internet	Cloud Mobility Solutions	Mumbai
10352555	Consumer Internet	Online Counselling Platform	Mumbai
10352744	ECommerce	B2B Industrial Goods Marketplace	New Delhi
10352974	Consumer Internet	Online Furniture Customization platform	Bangalore
10353048	Consumer Internet	Online Payment Gateway	Mumbai
10353524	Consumer Internet	Automobile Service Booking App	Bangalore
10353719	Consumer Internet	Smart Parking Platform	New Delhi
10355005	Consumer Internet	healthcare aggregator platform	Mumbai
10355626	Consumer Internet	Online Fantasy Games	Mumbai
10355746	Food & Beverage	Healthy food manufacturing & sales startup	Ahmedabad
10355766	Consumer Internet	Online Furnishing Rental Platform	Gurgaon
10355856	Consumer Internet	Two Wheeler Taxi Service	Gurgaon
10356090	Technology	Decision Sciences Analytics Solutions	Bangalore
10356114	Consumer Internet	Carpooling Mobile App	Gurgaon
10356394	Finance	Agricultural Loan	Chennai
10356583	Consumer Internet	Online insurance policy aggregator	Noida
10356922	Consumer Internet	Auto Classifieds Portal	Mumbai
10357881	ECommerce	Online/ Mobile Jewellery Retailer	Bangalore
10357970	Technology	Smartphone OS Developer	Bangalore
10358230	Consumer Internet	Hindi Language Social Networking Portal	Kanpur
10358462	Consumer Internet	Carpooling Mobile App	Gurgaon
10358804	Consumer Internet	Parenting Mobile App	New Delhi
10358992	Finance	Social Business Incubator & Fund	Chennai
10359211	ECommerce	Construction Material ETailer	Gurgaon
10359364	Consumer Internet	Parenting Mobile App	New Delhi
10359421	Consumer Interne	Medical Video Consultation platform	Bangalore
10359653	Healthcare	Women Hygiene Product Manufacturer	Mumbai
10359913	Technology	TV to Mobile audience Platform	Gurgaon
10360103	Technology	Smartphone OS Developer	Bangalore
10360303	Technology	Online Tutorial Marketplace	Bangalore
10361235	Consumer Internet	Carpooling Mobile App	Gurgaon
10362399	Consumer Internet	Interior Design Marketplace	New Delhi
10363351	Finance	Agricultural Loan	Chennai
10364660	Technology	Mobile & Cloud based App developer	New Delhi
10364895	Technology	Real time data analytics & reporting	Bangalore
10365114	Consumer Internet	Tech Enabler for Artists	Mumbai
10365295	Technology	Home Automation & Security Solutions	Bangalore
10365405	Consumer Internet	Online Education Portal	Gurgaon
10365446	Education	Career Planning and Education Advisory Platform	Mumbai
10365450	E-commerce	Food and Beverages	Bengaluru
10365608	Healthcare	Healthcare Product Manufacturer	Bangalore
10367344	Technology	Electronic Payments Solution Company	Mumbai
10367742	Consumer Internet	Social Meeting organizer App	Mumbai / UK
10367898	Consumer Internet	Mobile app based Concierge Service	New Delhi
10368161	Education	Career Planning and Education Advisory Platform	Mumbai
10368250	Consumer Internet	Online Real Estate Portal	Mumbai
10369027	ECommerce	Online Jewellery etailer	Bangalore
10370063	Consumer Internet	Co-Living Spaces Aggregator	Bangalore
10370378	Education	School Student admissions platform	New Delhi
10371051	ECommerce	Online Fashion Apparel Retailer	Gurgaon
10371340	ECommerce	Specialty Tea ETailer	Siliguri
10371883	Consumer Internet	Online/Mobile food ordering platform	Bangalore
10372928	Technology	Decision Sciences Analytics Solutions	Bangalore
10373036	Consumer Internet	SME Online Buying Hub	Gurgaon
10373041	Consumer Internet	Bitcoin Buying & Selling Mobile App	Ahmedabad
10373235	Consumer Internet	Automobile Service Booking App	Bangalore
10373692	ECommerce	Construction Material Marketplace	Bangalore
10374538	Technology	"TV Search, Guide and Remote mobile app"	Bangalore
10376540	ECommerce	B2B Procurement Marketplace for Office Products	Noida
10376773	ECommerce	ECommerce Marketplace	Gurgaon
10377174	ECommerce	B2B Procurement Marketplace for Office Products	Noida
10377259	Consumer Internet	Online Fitness & Educational information Aggregator	Jodhpur
10377423	Consumer Internet	Tech Enabler for Artists	Mumbai
10377458	ECommerce	B2B Marketplace for Distributors	Mumbai
10377630	Consumer Internet	Cloud Mobility Solutions	Mumbai
10377651	Healthcare	Weigh Loss Coaching	Mumbai
10378658	Healthcare	Salons & Spa Chain	Gurgaon
10378721	Consumer Internet	Indians focused Matchmaking App	Bangalore
10378959			
10379269	Consumer Internet	First Aid care app	Gurgaon
10379690	ECommerce	Online Rental Marketplace	Bangalore
10379860	Consumer Internet	Hobby & Activity Class Aggregator	Mumbai
10380623	Healthcare	Professional Health Services Platform	Mumbai
10381776	Consumer Internet	P2P Messaging Service	New Delhi
10382196	Education	School Student admissions platform	New Delhi
10382508	Consumer Internet	Online Food Ordering & Delivery Portal	Gurgaon
10383270	Healthcare	Professional Health Services Platform	Mumbai
10383528	Technology	Enterprise Cloud Based Data Processing	Bangalore
10383873	Consumer Internet	Automobile Service Booking App	Bangalore
10384302	Education	School Student admissions platform	New Delhi
10384372	Consumer Internet	Online lending platform	Bangalore
10384708	Education	Child Disorder Information & Education	Bhopal
10385123	Technology	Next Generation in-building connectivity	Bangalore
10385127	ECommerce	Last Minute Hotel Bookings mobile marketplace	Bangalore
10385906	Consumer Internet	Food Delivery Platform	Hyderabad
10386155	Technology	"TV Search, Guide and Remote mobile app"	Bangalore
10388174	Education	School Student admissions platform	New Delhi
10388635	Technology	Next Generation in-building connectivity	Bangalore
10388647	Consumer Internet	Automobile Classifieds Portal	Mumbai
10388664	Technology	Next Generation in-building connectivity	Bangalore
10388731	eCommerce	Online Marketplace	Bangalore
10389295	Consumer Internet	On Demand Cleaning Services Mobile App	Mumbai
10389457	Consumer Internet	"Online Travel, Adventure & Activities Portal"	Bangalore
10389635	Technology	Online Tutorial Marketplace	Bangalore
10389730	Technology	Connected Smart Home Solutions	Bangalore
10390746	ECommerce	Online Pet Store	Gurgaon
10390846	ECommerce	Organic Food eTailer	Bangalore
10391882	Education	College Education Portal	New Delhi
10393216	Consumer Internet	Automobile Service Booking App	Bangalore
10394266	Consumer Internet	Online Travel/Hotel Booking platform	Gurgaon
10394330	Technology	"Sales, Market, Distribution & Data Analytics Platform"	Bangalore
10394576	Technology	IoT Based Energy Monitoring & Control	Gurgaon
10395150	Education	Mobile Based Education platform	Jaipur
10395392	Consumer Internet	Dating & Singles Chat Platform	Mumbai
10396339	Consumer Internet	Cloud Mobility Solutions	Mumbai
