id Year_of_Start Empl_Cnt_Y1
10556921 2014 "Above 25"
10530926 2014 10-25
10228578 2014 "Above 25"
10067720 2013 10-25
10100341 2013 "Above 25"
10748581 2016 10-25
10168392 2012 10-25
10139679 2016 "Above 25"
10854135 2012 "Above 25"
10347474 2013 "Above 25"
10490693 2015 "Above 25"
10035357 2015 "Above 25"
10622781 2016 10-25
10122863 2016 "Above 25"
10013896 2014 "Above 25"
10583243 2016 10-25
10178184 2013 10-25
10352744 2016 "Above 25"
10266464 2013 "Above 25"
10537854 2016 "Above 25"
10521560 2016 "Above 25"
10359653 2015 10-25
10087746 2012 "Above 25"
10057853 2013 "Above 25"
10858181 2014 "Above 25"
10827930 2013 "Below 10"
10357970 2012 10-25
10836941 2013 10-25
10632904 2013 10-25
10587451 2014 "Above 25"
10950462 2013 10-25
10157446 2016 "Above 25"
10480244 2012 "Below 10"
10953469 2012 "Above 25"
10770061 2012 10-25
10740776 2013 "Above 25"
10671006 2013 "Above 25"
10511249 2016 10-25
10591251 2016 "Above 25"
10817790 2012 10-25
10108089 2012 "Above 25"
10394330 2012 10-25
10463501 2012 "Below 10"
10516458 2016 10-25
10760294 2013 10-25
10572816 2015 "Above 25"
10150966 2015 "Above 25"
10851906 2016 "Above 25"
10046035 2015 "Below 10"
10048162 2013 "Above 25"
10883513 2016 "Above 25"
10232175 2015 "Above 25"
10209798 2016 "Above 25"
10586414 2016 "Above 25"
10937543 2016 10-25
10647514 2014 "Above 25"
10950934 2012 10-25
10651418 2016 10-25
10985948 2013 "Above 25"
10144324 2013 10-25
10966444 2015 "Above 25"
10981147 2015 "Above 25"
10195298 2012 "Below 10"
10974242 2013 "Above 25"
10012774 2012 "Above 25"
10695277 2014 "Above 25"
10626442 2015 "Below 10"
10329564 2014 "Above 25"
10715355 2015 "Above 25"
10020265 2012 10-25
10151491 2014 10-25
10183969 2012 "Below 10"
10743907 2016 10-25
10351345 2013 "Above 25"
10709560 2012 "Below 10"
10276347 2014 "Above 25"
10083694 2015 "Above 25"
10576911 2012 10-25
10203631 2015 "Above 25"
10959798 2016 "Above 25"
10470096 2014 "Above 25"
10352249 2016 "Above 25"
10761480 2016 "Above 25"
10617148 2014 "Above 25"
10315812 2015 10-25
10907861 2016 "Above 25"
10659011 2015 "Above 25"
10765144 2014 "Above 25"
10260872 2016 "Above 25"
10822063 2016 "Above 25"
10345186 2016 "Above 25"
10610610 2014 "Above 25"
10515036 2016 10-25
10926436 2014 10-25
10187049 2015 "Above 25"
10859088 2014 "Above 25"
10855313 2016 "Above 25"
10274663 2014 "Above 25"
10368161 2016 "Above 25"
10355766 2016 "Above 25"
10804584 2014 "Above 25"
10247682 2014 "Below 10"
10255721 2014 "Above 25"
10530393 2016 10-25
10546542 2015 10-25
10869535 2014 "Above 25"
10790164 2016 "Above 25"
10262269 2016 "Above 25"
10408040 2015 "Above 25"
10663753 2014 10-25
10123723 2015 "Above 25"
10778068 2016 10-25
10602775 2014 "Above 25"
10307724 2014 "Above 25"
10214634 2014 "Below 10"
10377651 2015 "Above 25"
10131712 2014 "Above 25"
10200658 2014 "Above 25"
10443205 2015 10-25
10396583 2015 "Above 25"
10765950 2014 "Above 25"
10478413 2016 "Above 25"
10763756 2016 "Above 25"
10850887 2014 "Above 25"
10910260 2015 10-25
10550989 2016 10-25
10617281 2015 10-25
10766839 2014 "Above 25"
10060267 2015 "Above 25"
10967562 2015 "Above 25"
10679674 2014 "Above 25"
10901704 2016 10-25
10572518 2015 "Above 25"
10055027 2015 "Above 25"
10045756 2016 "Above 25"
10425071 2014 "Above 25"
10696961 2014 "Above 25"
10442899 2014 "Above 25"
10323329 2016 "Above 25"
10530977 2014 "Above 25"
10544567 2014 10-25
10518958 2015 "Above 25"
10931378 2015 10-25
10829102 2014 10-25
10185117 2015 "Above 25"
10220171 2016 "Above 25"
10417420 2016 "Above 25"
10703253 2015 "Below 10"
10599126 2016 10-25
10284441 2015 10-25
10144491 2016 10-25
10345414 2016 "Above 25"
10925633 2014 10-25
10668591 2014 "Above 25"
10452468 2015 10-25
10113665 2015 10-25
10040142 2015 "Above 25"
10590077 2015 "Above 25"
10568701 2016 10-25
10993576 2016 "Above 25"
10562953 2014 "Above 25"
10110048 2014 "Above 25"
10173808 2014 "Below 10"
10303677 2015 "Above 25"
10246555 2016 "Above 25"
10331424 2015 "Below 10"
10563741 2016 10-25
10994678 2015 "Above 25"
10463454 2016 "Above 25"
10283518 2015 10-25
10119148 2016 "Above 25"
10961182 2015 10-25
10271375 2016 10-25
10061041 2014 10-25
10629106 2016 "Above 25"
10489096 2015 "Above 25"
10288525 2014 10-25
10451799 2014 "Above 25"
10365450 2014 "Above 25"
10242951 2014 10-25
10307380 2014 "Above 25"
10049843 2016 "Above 25"
10237320 2016 "Above 25"
10907081 2016 "Above 25"
10492585 2016 "Above 25"
10523344 2016 "Above 25"
10490951 2016 10-25
10004300 2016 "Above 25"
10980631 2013 "Above 25"
10989666 2013 "Above 25"
10047644 2016 "Above 25"
10960162 2013 "Above 25"
10045005 2014 "Above 25"
10013815 2015 10-25
10759063 2016 "Above 25"
10079815 2013 10-25
10925181 2015 10-25
10112523 2012 10-25
10689546 2014 "Above 25"
10532306 2013 "Above 25"
10643434 2016 10-25
10345878 2015 10-25
10733751 2016 "Above 25"
10859801 2015 "Above 25"
10818931 2016 10-25
10483875 2014 "Above 25"
10530184 2013 10-25
10388647 2012 10-25
10772839 2014 10-25
10022029 2012 "Above 25"
10747815 2014 "Above 25"
10685246 2014 "Above 25"
10541346 2012 "Above 25"
10431202 2014 "Above 25"
10485468 2014 "Below 10"
10905348 2012 10-25
10875517 2016 "Above 25"
10599986 2015 10-25
10272590 2014 "Above 25"
10329044 2013 10-25
10764031 2013 "Above 25"
10272410 2014 "Above 25"
10527271 2013 10-25
10622710 2016 "Above 25"
10502322 2013 "Above 25"
10555991 2016 "Above 25"
10653342 2016 10-25
10527556 2012 "Above 25"
10219293 2014 "Above 25"
10896425 2014 "Above 25"
10932050 2015 "Above 25"
10184547 2016 10-25
10010667 2014 "Above 25"
10599044 2013 10-25
10933625 2013 "Above 25"
10672239 2015 "Above 25"
10262211 2013 "Above 25"
10350348 2013 "Above 25"
10479230 2016 10-25
10679608 2012 10-25
10158267 2012 "Below 10"
10182496 2013 "Above 25"
10669683 2015 "Above 25"
10099880 2014 "Below 10"
10120178 2014 "Above 25"
10902637 2013 "Above 25"
10150442 2015 10-25
10247781 2016 "Above 25"
10722304 2014 "Above 25"
10817952 2016 "Above 25"
10602686 2015 "Above 25"
10506666 2014 10-25
10123426 2016 "Above 25"
10169860 2013 10-25
10084571 2016 10-25
10336311 2016 "Above 25"
10559389 2013 10-25
10317913 2016 10-25
10968803 2014 10-25
10675586 2012 "Above 25"
10191525 2015 "Below 10"
10982682 2013 "Above 25"
10602820 2012 "Above 25"
10281663 2016 "Above 25"
10583799 2014 "Above 25"
10769486 2013 10-25
10672635 2016 "Above 25"
10643544 2016 "Below 10"
10343950 2015 "Above 25"
10948718 2015 "Above 25"
10780050 2013 "Above 25"
10504516 2012 10-25
10558086 2014 "Below 10"
10188964 2016 10-25
10884615 2012 "Above 25"
10403371 2015 "Above 25"
10943470 2015 "Below 10"
10511549 2015 "Above 25"
10425892 2013 "Above 25"
10656631 2016 "Below 10"
10147446 2016 "Above 25"
10159388 2015 "Above 25"
10624914 2015 "Above 25"
10695707 2013 10-25
10789879 2016 10-25
10449086 2014 10-25
10722177 2013 "Above 25"
10150592 2016 10-25
10727802 2014 "Above 25"
10361235 2014 "Above 25"
10221733 2015 10-25
10883980 2014 "Above 25"
10128808 2014 10-25
10473725 2012 "Above 25"
10961205 2012 "Above 25"
10004423 2016 10-25
10151575 2012 "Above 25"
10395392 2015 "Above 25"
10793587 2013 "Above 25"
10544537 2015 "Above 25"
10747667 2016 "Above 25"
10815297 2014 "Above 25"
10171083 2014 10-25
10901223 2014 10-25
10949491 2012 "Above 25"
10755730 2012 "Above 25"
10593030 2016 10-25
10305140 2013 "Above 25"
10496681 2014 10-25
10693488 2016 "Above 25"
10619624 2016 10-25
10628773 2016 10-25
10961579 2013 "Above 25"
10808162 2012 10-25
10531687 2015 10-25
10890517 2014 10-25
10368250 2012 10-25
10301296 2012 "Above 25"
10496296 2016 10-25
10135650 2014 "Above 25"
10212739 2015 "Above 25"
10927698 2013 "Above 25"
10477511 2015 10-25
10260000 2013 "Above 25"
10201066 2013 "Above 25"
10024622 2016 "Below 10"
10378658 2013 "Above 25"
10307224 2015 "Above 25"
10710858 2016 "Above 25"
10062315 2016 "Above 25"
10456138 2014 "Above 25"
10995348 2015 "Above 25"
10288550 2015 "Above 25"
10622909 2015 "Above 25"
10999445 2016 "Above 25"
10307279 2014 "Above 25"
10713800 2016 "Above 25"
10324420 2016 "Above 25"
10758577 2014 10-25
10648425 2015 10-25
10463969 2014 10-25
10378721 2015 "Above 25"
10571237 2016 "Above 25"
10315867 2015 10-25
10364660 2014 10-25
10949767 2015 "Above 25"
10967317 2015 "Above 25"
10379860 2014 10-25
10743485 2016 "Above 25"
10513839 2014 "Above 25"
10859933 2014 10-25
10457545 2014 10-25
10628687 2015 10-25
10249859 2015 10-25
10310347 2016 10-25
10863639 2014 "Above 25"
10663485 2014 10-25
10886391 2014 "Above 25"
10961760 2014 10-25
10933359 2015 "Above 25"
10435997 2016 "Above 25"
10535862 2014 "Above 25"
10512568 2016 "Above 25"
10608494 2016 "Above 25"
10657980 2016 "Above 25"
10987560 2014 10-25
10470780 2014 "Above 25"
10876962 2014 "Above 25"
10774509 2014 "Below 10"
10861943 2016 "Above 25"
10482143 2015 "Above 25"
10185505 2014 "Above 25"
10418135 2014 "Above 25"
10130995 2015 10-25
10301849 2015 "Above 25"
10809694 2015 "Above 25"
10888778 2016 "Above 25"
10690481 2016 "Above 25"
10405621 2015 "Above 25"
10280785 2015 10-25
10120177 2015 "Above 25"
10943018 2014 "Below 10"
10411030 2016 "Above 25"
10084265 2015 "Below 10"
10571727 2016 "Above 25"
10340882 2016 "Below 10"
10955374 2014 "Above 25"
10656699 2014 "Above 25"
10466367 2016 "Above 25"
10147100 2014 10-25
10485992 2016 10-25
10533515 2015 "Above 25"
10429667 2015 "Above 25"
10649171 2016 10-25
10538363 2015 10-25
10521474 2014 10-25
10168450 2015 "Above 25"
10047214 2014 "Below 10"
10957537 2016 "Above 25"
10556158 2016 "Above 25"
10704679 2015 10-25
10403090 2014 "Above 25"
10092471 2014 "Above 25"
10829708 2015 10-25
10738278 2014 "Above 25"
10536313 2014 "Above 25"
10427579 2015 "Below 10"
10435053 2016 "Above 25"
10927241 2014 10-25
10034229 2014 10-25
10424620 2016 "Below 10"
10028712 2015 "Above 25"
10055120 2014 "Above 25"
10098051 2014 10-25
10830305 2016 10-25
10973816 2016 10-25
10085495 2015 10-25
10816273 2015 10-25
10735244 2015 "Above 25"
10054050 2014 10-25
10542958 2014 10-25
10304951 2016 "Above 25"
10214999 2015 "Above 25"
10979880 2014 "Above 25"
10699989 2014 "Above 25"
10327497 2014 10-25
10639185 2016 "Above 25"
10195524 2014 "Above 25"
10627008 2014 "Above 25"
10239855 2015 10-25
10867863 2014 "Above 25"
10966044 2016 "Above 25"
10013131 2016 "Above 25"
10509472 2015 "Above 25"
10150946 2014 "Above 25"
10151367 2014 "Above 25"
10149139 2012 "Above 25"
10084462 2013 10-25
10185132 2015 "Above 25"
10913997 2016 "Below 10"
10501444 2013 "Above 25"
10629334 2014 "Above 25"
10423322 2015 "Above 25"
10734357 2012 10-25
10949600 2015 "Above 25"
10404533 2015 10-25
10312950 2016 "Above 25"
10051271 2013 "Below 10"
10399950 2013 "Above 25"
10803050 2013 10-25
10750108 2012 "Above 25"
10943226 2014 10-25
10771375 2013 "Above 25"
10028884 2012 "Above 25"
10938100 2014 "Above 25"
10602948 2015 "Above 25"
10621390 2013 10-25
10389730 2014 10-25
10314802 2014 "Above 25"
10029385 2013 10-25
10634760 2016 "Above 25"
10306614 2012 "Above 25"
10264582 2015 "Above 25"
10975106 2015 "Above 25"
10533402 2012 "Above 25"
10194616 2014 10-25
10673010 2015 10-25
10971078 2013 10-25
10857636 2014 "Above 25"
10321856 2014 10-25
10028088 2013 10-25
10342534 2014 "Above 25"
10029721 2012 "Above 25"
10700440 2015 10-25
10582380 2012 10-25
10367898 2012 "Below 10"
10240716 2015 "Above 25"
10211292 2012 "Above 25"
10453248 2016 "Above 25"
10810609 2012 "Above 25"
10634801 2016 "Below 10"
10091005 2013 10-25
10679416 2012 "Above 25"
10058874 2015 10-25
10065370 2016 "Above 25"
10604678 2012 "Above 25"
10432876 2012 "Above 25"
10633775 2015 10-25
10680445 2015 "Below 10"
10831487 2013 "Below 10"
10786526 2016 "Above 25"
10642776 2015 10-25
10130954 2015 "Above 25"
10365608 2013 10-25
10921095 2016 10-25
10972858 2013 10-25
10628466 2012 "Above 25"
10648831 2016 "Above 25"
10898674 2014 10-25
10822669 2015 "Above 25"
10419794 2012 "Above 25"
10013707 2013 10-25
10507506 2016 "Above 25"
10206784 2016 "Above 25"
10107955 2014 "Above 25"
10461364 2012 "Below 10"
10612762 2015 "Above 25"
10996772 2016 10-25
10145846 2014 "Above 25"
10936410 2012 "Above 25"
10345212 2013 "Above 25"
10165578 2012 "Above 25"
10315054 2015 "Above 25"
10562950 2014 10-25
10229171 2016 "Below 10"
10235943 2013 10-25
10566916 2012 "Above 25"
10170294 2012 "Above 25"
10008890 2016 10-25
10459596 2014 10-25
10974423 2012 "Above 25"
10599967 2013 10-25
10264470 2015 "Above 25"
10505642 2013 "Above 25"
10060660 2012 "Above 25"
10642326 2012 10-25
10155946 2012 "Below 10"
10571999 2015 10-25
10487560 2014 "Above 25"
10463923 2012 "Above 25"
10373036 2015 10-25
10771404 2014 "Above 25"
10303590 2015 "Above 25"
10718321 2016 10-25
10629046 2012 "Below 10"
10465121 2013 "Above 25"
10903010 2013 10-25
10340444 2012 "Above 25"
10598241 2016 "Below 10"
10034587 2012 "Above 25"
10775889 2012 10-25
10258659 2012 "Above 25"
10228491 2014 10-25
10321520 2015 "Above 25"
10040547 2015 "Above 25"
10565629 2015 "Above 25"
10588074 2015 10-25
10385906 2014 "Above 25"
10421986 2014 "Below 10"
10892916 2014 "Above 25"
10517427 2014 "Above 25"
10923774 2012 "Above 25"
10742176 2013 10-25
10088190 2015 10-25
10023197 2014 "Above 25"
10489616 2013 "Above 25"
10563056 2013 "Above 25"
10744651 2012 "Above 25"
10098601 2015 10-25
10977049 2013 "Above 25"
10155367 2012 "Above 25"
10893240 2012 "Above 25"
10646451 2015 "Above 25"
10007003 2015 10-25
10484690 2013 "Above 25"
10932569 2014 "Above 25"
10785018 2016 "Above 25"
10979827 2013 10-25
10335588 2013 "Above 25"
10088433 2013 10-25
10520708 2014 "Above 25"
10644814 2016 10-25
10079297 2012 "Above 25"
10814957 2015 "Above 25"
10344629 2014 10-25
10730689 2015 "Above 25"
10321125 2012 "Above 25"
10838493 2015 "Above 25"
10061499 2015 10-25
10963157 2016 "Above 25"
10048923 2016 "Above 25"
10477751 2016 "Above 25"
10365405 2016 "Above 25"
10445013 2014 "Above 25"
10751394 2014 "Above 25"
10192298 2016 10-25
10711491 2014 10-25
10143558 2015 "Above 25"
10101570 2016 "Above 25"
10045420 2014 "Above 25"
10329556 2016 "Above 25"
10601163 2016 "Above 25"
10082191 2016 10-25
10076735 2016 "Above 25"
10000865 2015 10-25
10277252 2015 "Above 25"
10845847 2014 "Above 25"
10196028 2016 "Above 25"
10543981 2016 "Below 10"
10347556 2016 "Above 25"
10491091 2014 "Above 25"
10164897 2015 10-25
10350962 2015 "Above 25"
10292095 2016 "Above 25"
10272997 2014 "Above 25"
10221101 2015 "Above 25"
10130914 2015 "Above 25"
10097308 2014 10-25
10439587 2015 10-25
10965638 2016 "Above 25"
10649404 2016 10-25
10909116 2014 "Above 25"
10578409 2014 10-25
10784629 2015 "Above 25"
10441447 2016 10-25
10174878 2014 "Above 25"
10298090 2014 "Above 25"
10272030 2016 "Above 25"
10452352 2015 "Above 25"
10895121 2014 "Above 25"
10960852 2016 "Above 25"
10272733 2015 "Above 25"
10892184 2014 "Above 25"
10377174 2014 "Above 25"
10060236 2015 "Above 25"
10377630 2014 "Above 25"
10530403 2014 10-25
10683737 2016 10-25
10299359 2016 "Above 25"
10386155 2014 "Above 25"
10306681 2016 10-25
10241719 2014 "Above 25"
10450029 2016 10-25
10255501 2015 10-25
10370378 2014 10-25
10027634 2016 "Above 25"
10787397 2016 "Above 25"
10896472 2014 "Above 25"
10533658 2016 10-25
10809211 2015 10-25
10357881 2015 10-25
10873597 2016 "Below 10"
10736370 2014 "Above 25"
10851580 2014 10-25
10004933 2016 "Above 25"
10141379 2016 "Above 25"
10199615 2015 10-25
10706616 2016 "Above 25"
10576179 2014 10-25
10237795 2014 "Below 10"
10625792 2015 10-25
10926282 2014 10-25
10185421 2014 "Above 25"
10672916 2016 "Above 25"
10052164 2014 "Above 25"
10067369 2014 10-25
10730268 2016 "Above 25"
10926434 2015 10-25
10383270 2015 "Above 25"
10681415 2015 10-25
10482480 2015 "Above 25"
10025841 2016 "Above 25"
10463224 2015 10-25
10998003 2015 "Above 25"
10458637 2015 10-25
10043051 2016 "Above 25"
10825446 2014 10-25
10135068 2014 "Above 25"
10194712 2015 "Above 25"
10487119 2014 "Above 25"
10009749 2016 "Above 25"
10957281 2014 "Above 25"
10739718 2016 "Above 25"
10474570 2015 10-25
10667420 2016 "Above 25"
10589366 2015 10-25
10993803 2016 "Above 25"
10910327 2014 10-25
10996955 2016 "Above 25"
10085368 2014 "Above 25"
10458950 2015 10-25
10942482 2015 10-25
10427157 2014 "Above 25"
10197895 2016 "Above 25"
10426401 2015 10-25
10041551 2016 10-25
10969930 2013 10-25
10871945 2015 10-25
10784036 2014 "Above 25"
10461573 2015 10-25
10463680 2013 "Above 25"
10469645 2015 "Above 25"
10939396 2013 10-25
10642402 2015 "Above 25"
10651898 2016 10-25
10705145 2016 "Above 25"
10365295 2012 "Above 25"
10695070 2014 "Above 25"
10040863 2015 "Above 25"
10263264 2016 "Above 25"
10995838 2012 10-25
10149476 2015 "Above 25"
10906657 2014 "Above 25"
10698411 2016 "Below 10"
10283610 2013 "Above 25"
10169423 2014 "Below 10"
10646785 2012 10-25
10302017 2015 10-25
10079107 2012 10-25
10230724 2012 "Above 25"
10531156 2014 "Above 25"
10327655 2016 10-25
10583489 2014 "Above 25"
10788253 2014 "Above 25"
10811077 2012 "Above 25"
10610008 2014 10-25
10289777 2014 "Above 25"
10248529 2013 "Below 10"
10077226 2014 10-25
10549784 2015 "Above 25"
10110536 2014 10-25
10313956 2013 10-25
10868552 2013 10-25
10258195 2012 10-25
10382508 2015 "Above 25"
10783041 2014 "Above 25"
10965736 2014 "Above 25"
10593667 2012 "Above 25"
10237752 2014 "Below 10"
10586935 2015 "Above 25"
10872420 2016 10-25
10256203 2015 "Above 25"
10674482 2015 10-25
10848100 2014 "Above 25"
10305811 2012 "Above 25"
10335599 2015 "Below 10"
10149728 2012 10-25
10389295 2016 10-25
10591676 2016 "Above 25"
10797363 2016 "Above 25"
10753896 2012 "Above 25"
10648336 2016 "Above 25"
10080812 2013 10-25
10579532 2013 10-25
10917881 2013 "Above 25"
10257316 2012 10-25
10411647 2013 "Above 25"
10071160 2013 "Below 10"
10609954 2013 10-25
10225688 2015 10-25
10171708 2015 "Above 25"
10429609 2014 "Below 10"
10810703 2014 "Below 10"
10667916 2014 "Above 25"
10225761 2015 10-25
10161135 2013 "Below 10"
10089023 2015 "Above 25"
10242512 2015 "Above 25"
10713704 2015 10-25
10102520 2013 10-25
10432460 2014 "Above 25"
10040783 2012 10-25
10925559 2016 10-25
10228754 2016 10-25
10307396 2014 "Above 25"
10324836 2012 "Above 25"
10399653 2013 "Below 10"
10864149 2012 10-25
10704651 2015 "Above 25"
10827743 2014 "Above 25"
10823020 2012 10-25
10683260 2014 "Above 25"
10582618 2012 10-25
10320799 2016 "Above 25"
10356922 2012 "Above 25"
10806931 2013 10-25
10736245 2013 10-25
10673862 2015 10-25
10028631 2016 10-25
10008548 2013 "Above 25"
10118309 2016 "Above 25"
10827224 2014 "Above 25"
10959122 2014 "Above 25"
10918162 2013 "Above 25"
10135091 2014 10-25
10455219 2014 "Above 25"
10472213 2014 "Above 25"
10963088 2012 10-25
10806556 2016 10-25
10705251 2012 "Above 25"
10452437 2013 10-25
10934148 2016 10-25
10200632 2012 "Above 25"
10891407 2013 "Above 25"
10163862 2015 "Above 25"
10556554 2015 "Above 25"
10684558 2015 "Above 25"
10243838 2015 10-25
10908196 2014 "Above 25"
10306136 2014 "Above 25"
10094916 2014 "Above 25"
10510772 2015 10-25
10098487 2012 "Above 25"
10917455 2014 "Above 25"
10447407 2015 "Above 25"
10444428 2013 "Above 25"
10497210 2012 "Above 25"
10511202 2013 10-25
10128105 2016 "Below 10"
10986026 2012 10-25
10236307 2012 10-25
10033416 2014 "Above 25"
10076984 2016 "Above 25"
10554759 2013 10-25
10989806 2016 10-25
10751217 2015 "Above 25"
10734546 2012 10-25
10020583 2015 "Above 25"
10524989 2012 10-25
10417063 2013 "Above 25"
10983971 2016 "Above 25"
10039638 2016 10-25
10674470 2013 10-25
10526656 2012 "Above 25"
10317579 2015 "Above 25"
10988035 2012 "Above 25"
10469257 2012 "Above 25"
10136767 2012 10-25
10165078 2014 10-25
10619157 2014 "Above 25"
10622256 2015 "Above 25"
10768124 2014 "Above 25"
10151261 2015 "Above 25"
10408316 2015 "Above 25"
10991126 2016 10-25
10538690 2016 "Below 10"
10820102 2015 "Above 25"
10172561 2014 "Above 25"
10120515 2014 10-25
10697730 2014 10-25
10975001 2016 "Above 25"
10254466 2015 10-25
10657168 2015 "Above 25"
10377259 2015 "Above 25"
10963861 2016 10-25
10282811 2015 "Above 25"
10217597 2015 10-25
10789943 2014 "Above 25"
10053733 2015 10-25
10992311 2015 "Above 25"
10411012 2014 "Above 25"
10259741 2015 "Above 25"
10652757 2015 "Above 25"
10090103 2015 "Above 25"
10960753 2016 "Above 25"
10509937 2015 10-25
10639352 2014 "Below 10"
10691865 2016 10-25
10483280 2015 10-25
10030396 2014 "Above 25"
10522852 2014 "Above 25"
10141749 2016 10-25
10887627 2015 "Above 25"
10216297 2015 "Above 25"
10816884 2014 "Above 25"
10882574 2014 "Above 25"
10044673 2015 "Above 25"
10942065 2015 10-25
10917987 2016 "Above 25"
10422487 2014 10-25
10040590 2016 "Above 25"
10009435 2014 "Above 25"
10689073 2014 10-25
10045493 2015 "Below 10"
10792999 2014 "Above 25"
10540671 2016 "Above 25"
10157341 2016 "Above 25"
10701772 2014 "Below 10"
10730857 2015 "Above 25"
10181598 2015 "Above 25"
10045329 2016 10-25
10213272 2015 "Above 25"
10140905 2016 10-25
10682532 2016 "Above 25"
10600166 2015 "Above 25"
10980926 2015 "Above 25"
10680003 2015 "Above 25"
10152682 2014 "Above 25"
10551775 2015 10-25
10023032 2016 "Above 25"
10816452 2016 10-25
10372928 2016 "Above 25"
10888405 2015 "Above 25"
10305080 2014 "Above 25"
10753512 2015 "Above 25"
10872749 2015 "Above 25"
10534502 2015 "Above 25"
10560450 2016 "Above 25"
10945361 2014 "Above 25"
10809820 2015 "Above 25"
10473029 2014 "Above 25"
10997568 2016 "Above 25"
10982381 2015 "Above 25"
10358804 2016 10-25
10871729 2014 10-25
10322887 2016 "Below 10"
10259746 2015 10-25
10379269 2016 10-25
10640883 2016 10-25
10737226 2016 "Above 25"
10808477 2015 "Above 25"
10952508 2014 "Above 25"
10821478 2014 "Above 25"
10064118 2015 "Above 25"
10458787 2015 "Above 25"
10335050 2014 "Above 25"
10035988 2016 "Above 25"
10595071 2016 "Above 25"
10468439 2016 10-25
10196436 2016 10-25
10191296 2015 "Below 10"
10995291 2015 "Above 25"
10518219 2014 10-25
10355746 2014 "Above 25"
10202126 2016 "Above 25"
10883097 2014 "Above 25"
10930970 2014 "Above 25"
10896228 2016 "Above 25"
10121662 2016 10-25
10026135 2016 "Above 25"
10655284 2016 "Above 25"
10374538 2014 "Above 25"
10821606 2014 10-25
10456682 2016 "Above 25"
10576500 2014 "Above 25"
10658991 2016 "Above 25"
10235031 2016 "Above 25"
10805535 2016 "Above 25"
10720564 2013 "Above 25"
10666058 2013 "Above 25"
10317923 2013 "Above 25"
10764650 2014 "Above 25"
10028604 2016 "Above 25"
10181191 2012 "Above 25"
10365446 2014 "Above 25"
10614193 2012 "Above 25"
10961923 2014 "Above 25"
10262828 2014 "Above 25"
10502699 2013 "Above 25"
10890080 2015 "Above 25"
10519613 2015 10-25
10521256 2014 "Above 25"
10964064 2015 "Above 25"
10179744 2014 "Above 25"
10080385 2013 "Above 25"
10441336 2012 "Above 25"
10227733 2013 10-25
10784269 2015 10-25
10767357 2013 10-25
10484628 2015 "Above 25"
10014547 2012 "Above 25"
10998764 2014 "Above 25"
10541320 2012 "Above 25"
10875908 2014 "Above 25"
10358462 2013 "Above 25"
10619343 2016 10-25
10333098 2016 10-25
10625989 2016 "Above 25"
10852674 2016 "Above 25"
10189963 2016 "Above 25"
10398315 2014 10-25
10829497 2012 "Above 25"
10557162 2016 "Below 10"
10729876 2014 "Below 10"
10371883 2015 "Above 25"
10059092 2014 10-25
10105994 2013 "Above 25"
10492169 2012 10-25
10951553 2016 "Above 25"
10726175 2013 "Above 25"
10442916 2014 "Below 10"
10738478 2012 "Above 25"
10878854 2016 "Above 25"
10573790 2013 10-25
10768896 2012 "Below 10"
10946187 2014 10-25
10832705 2013 10-25
10063214 2015 10-25
10958913 2012 "Above 25"
10664206 2012 "Below 10"
10225716 2013 10-25
10294347 2015 "Above 25"
10518073 2014 10-25
10238322 2012 10-25
10981402 2012 10-25
10660884 2016 "Above 25"
10425656 2016 "Above 25"
10860768 2015 10-25
10791932 2012 10-25
10069231 2013 10-25
10744763 2016 "Above 25"
10927445 2016 "Above 25"
10949413 2014 "Above 25"
10928214 2013 10-25
10060663 2015 "Below 10"
10218028 2012 "Above 25"
10971629 2013 "Below 10"
10814061 2013 "Above 25"
10379690 2015 10-25
10530247 2012 "Above 25"
10917672 2015 10-25
10457433 2016 10-25
10748916 2012 "Above 25"
10576350 2015 "Above 25"
10121924 2015 10-25
10978353 2015 "Below 10"
10898271 2014 "Above 25"
10225073 2015 "Below 10"
10867835 2014 "Above 25"
10871982 2014 "Above 25"
10788038 2016 "Above 25"
10275177 2016 "Above 25"
10694609 2012 10-25
10737142 2013 "Above 25"
10717157 2012 10-25
10945926 2015 "Above 25"
10839997 2014 "Above 25"
10450643 2012 "Above 25"
10388731 2015 10-25
10268455 2013 "Above 25"
10421772 2012 10-25
10160685 2014 "Above 25"
10670705 2014 "Above 25"
10860808 2016 10-25
10959527 2013 10-25
10996112 2012 "Above 25"
10101735 2015 "Above 25"
10094519 2015 10-25
10267466 2013 "Above 25"
10461801 2015 10-25
10390746 2014 "Above 25"
10260208 2015 "Above 25"
10051549 2013 "Above 25"
10061511 2014 "Below 10"
10639555 2012 10-25
10012819 2016 "Above 25"
10554687 2015 "Above 25"
10324132 2013 10-25
10181778 2014 "Above 25"
10827486 2012 "Above 25"
10648131 2015 10-25
10583203 2013 10-25
10040969 2016 "Above 25"
10790874 2012 "Above 25"
10582701 2015 10-25
10852260 2013 "Above 25"
10384302 2013 10-25
10681936 2014 "Above 25"
10698925 2016 10-25
10962278 2012 "Above 25"
10395150 2013 "Above 25"
10394266 2016 "Above 25"
10030646 2012 "Above 25"
10753539 2012 10-25
10309307 2015 "Above 25"
10684066 2013 "Above 25"
10581975 2014 "Above 25"
10687084 2012 "Above 25"
10011964 2014 "Above 25"
10617732 2013 "Above 25"
10410006 2015 "Above 25"
10478959 2013 "Above 25"
